url,class,protocol, Domain Name,Registrar,Updated Date,Creation Date,Registry Expiry Date,Registrant Organization,Country
metropoles.com,https,benign,METROPOLES.COM,"GoDaddy.com, LLC",2022-09-18,2003-07-28,2025-07-28,"Domains By Proxy, LLC",US
bankofamerica.com,https,benign,BANKOFAMERICA.COM,"CSC CORPORATE DOMAINS, INC.",2022-05-30,1998-12-28,2023-12-28,Bank of America Corporation,US
realtor.com,https,benign,REALTOR.COM,"Register.com, Inc.",2022-09-14,1995-09-14,2023-09-13,,US
wikihow.com,https,benign,WIKIHOW.COM,"Network Solutions, LLC",2022-06-12,2004-06-12,2032-06-12,Wikihow Inc.,US
chegg.com,https,benign,CHEGG.COM,"MarkMonitor, Inc.",2015-06-17,2000-02-23,2024-02-23,Chegg Inc.,US
quizlet.com,https,benign,QUIZLET.COM,"GoDaddy.com, LLC",2022-09-09,2004-07-15,2023-07-15,"Domains By Proxy, LLC",US
ca.gov,https,benign,CA.GOV,,,,,,
yelp.com,https,benign,YELP.COM,"MarkMonitor, Inc.",2021-11-11,2003-12-12,2023-12-12,Yelp Inc.,US
op.gg,https,benign,,,,,,,
google.ca,https,benign,google.ca,MarkMonitor International Canada Ltd.,2022-09-01,2000-10-04,2023-04-28,,
merdeka.com,https,benign,MERDEKA.COM,Google LLC,2022-02-09,1999-09-04,2026-09-04,Contact Privacy Inc. Customer 7151571251,CA
okta.com,https,benign,OKTA.COM,"MarkMonitor, Inc.",2020-08-06,2004-06-11,2025-06-11,"Okta, Inc.",US
coursera.org,https,benign,coursera.org,"GoDaddy.com, LLC",2022-09-11,2012-01-12,2023-01-12,"Domains By Proxy, LLC",US
in.gr,https,benign,,,,,,,
line.me,https,benign,LINE.ME,MarkMonitor Inc.,2022-03-29,2008-04-29,2024-04-29,,
setn.com,https,benign,SETN.COM,"GoDaddy.com, LLC",2022-09-16,2000-01-12,2024-01-12,"Domains By Proxy, LLC",US
worldometers.info,https,benign,worldometers.info,"GoDaddy.com, LLC",2022-10-18,2004-09-03,2023-09-03,"Domains By Proxy, LLC",US
ups.com,https,benign,UPS.COM,"CSC CORPORATE DOMAINS, INC.",2022-04-13,1992-04-07,2032-04-08,"United Parcel Service of America, Inc.",US
amazon.it,https,benign,amazon.it,Hogan Lovells (Paris) LLP,2022-01-28,2000-02-10,2023-01-12,,
sonhoo.com,https,benign,SONHOO.COM,"Xiamen 35.Com Technology Co., Ltd",2021-11-18,2004-11-24,2022-11-24,,CN
liansuo.com,https,benign,LIANSUO.COM,"eName Technology Co.,Ltd.",2016-10-26,1999-12-07,2022-12-07,,CN
flipkart.com,https,benign,FLIPKART.COM,"GoDaddy.com, LLC",2022-09-04,2007-06-03,2025-06-03,"Domains By Proxy, LLC",US
googlevideo.com,https,benign,GOOGLEVIDEO.COM,"MarkMonitor, Inc.",2022-04-23,2003-05-25,2023-05-25,Google LLC,US
icicibank.com,https,benign,ICICIBANK.COM,"Network Solutions, LLC",2021-08-04,1996-07-16,2026-07-15,ICICI Bank Limited,IN
y2mate.com,https,benign,Y2MATE.COM,URL SOLUTIONS INC.,2020-11-25,2016-08-10,2026-08-10,GLOBAL DOMAIN PRIVACY SERVICES INC,PA
bukalapak.com,https,benign,BUKALAPAK.COM,"Amazon Registrar, Inc.",2020-12-28,2009-09-10,2027-09-10,bukalapak.com,ID
1337x.to,https,benign,,,,,,,
asos.com,https,benign,ASOS.COM,"CSC CORPORATE DOMAINS, INC.",2022-03-04,2000-02-27,2023-02-27,ASOS.COM LTD,GB
icloud.com,https,benign,ICLOUD.COM,"CSC CORPORATE DOMAINS, INC.",2022-01-11,1999-01-15,2023-01-15,Apple Inc.,US
forbes.com,https,benign,FORBES.COM,"MarkMonitor, Inc.",2022-05-15,1993-06-17,2023-06-16,Forbes Media LLC,US
proiezionidiborsa.it,https,benign,proiezionidiborsa.it,Aruba Business s.r.l.,2022-05-11,2012-06-20,2023-05-11,,
google.co.th,https,benign,GOOGLE.CO.TH,THNIC,21,,,,
evernote.com,https,benign,EVERNOTE.COM,"GoDaddy.com, LLC",2020-02-27,2000-01-20,2029-01-20,"Domains By Proxy, LLC",US
reverso.net,https,benign,REVERSO.NET,Gandi SAS,2022-06-29,2000-01-13,2029-01-13,,
airbnb.com,https,benign,AIRBNB.COM,"MarkMonitor, Inc.",2022-07-04,2008-08-05,2024-08-05,"Airbnb, Inc.",US
globo.com,https,benign,GLOBO.COM,1API GmbH,2019-03-01,1998-12-21,2025-12-21,27.865.757/0001-02,BR
fidelity.com,https,benign,FIDELITY.COM,"CSC CORPORATE DOMAINS, INC.",2022-08-26,1996-08-31,2023-08-30,FMR LLC,US
chouftv.ma,https,benign,,,,,,,
blogger.com,https,benign,BLOGGER.COM,"MarkMonitor, Inc.",2022-05-21,1999-06-22,2023-06-22,Google LLC,US
google.com.ar,https,benign,google.com.ar,nicar,2022-06-09,2013-10-29,2023-07-08,,
taboola.com,https,benign,TABOOLA.COM,"Ascio Technologies, Inc",2022-02-23,2007-02-23,2031-02-23,Not Disclosed,US
wikimedia.org,https,benign,wikimedia.org,MarkMonitor Inc.,2022-02-12,2003-03-16,2023-03-16,"Wikimedia Foundation, Inc.",US
target.com,https,benign,TARGET.COM,"CSC CORPORATE DOMAINS, INC.",2019-07-03,1997-01-02,2027-01-01,"Target Brands, Inc.",US
alwafd.news,https,benign,,,,,,,
fedex.com,https,benign,FEDEX.COM,"CSC CORPORATE DOMAINS, INC.",2021-11-25,1991-02-26,2022-11-29,FedEx Corp. Services,US
geeksforgeeks.org,https,benign,geeksforgeeks.org,PDR Ltd. d/b/a PublicDomainRegistry.com,2022-04-21,2009-03-19,2030-03-19,"Privacy Protect, LLC (PrivacyProtect.org)",US
freepik.com,https,benign,FREEPIK.COM,IONOS SE,2022-08-05,2010-08-04,2023-08-04,GRAPHIC RESOURCES SL,ES
coindesk.com,https,benign,COINDESK.COM,123-Reg Limited,2019-03-28,2008-05-04,2023-05-04,CoinDesk Ltd,GB
weather.com,https,benign,WEATHER.COM,"CSC CORPORATE DOMAINS, INC.",2022-01-21,1994-08-09,2023-01-25,"TWC Product and Technology, LLC",US
ebay.co.uk,https,benign,ebay.co.uk,Markmonitor Inc. [Tag = MARKMONITOR],2022-08-13,1998-09-14,2023-09-14,,
pancakeswap.finance,https,benign,pancakeswap.finance,"MarkMonitor, Inc.",2021-04-04,2020-09-12,2023-09-12,DNStination Inc.,US
t.co,https,benign,t.co,"CSC Corporate Domains, Inc.",2022-04-26,2010-04-26,2023-04-25,"Twitter, Inc.",US
sciencedirect.com,https,benign,SCIENCEDIRECT.COM,Safenames Ltd,2021-04-01,1997-03-12,2023-03-13,,UK
360.com,https,benign,360.COM,"eName Technology Co.,Ltd.",2021-09-24,2000-03-07,2023-03-07,,CN
padlet.com,https,benign,PADLET.COM,Gandi SAS,2022-06-18,2004-07-19,2023-07-19,,
redfin.com,https,benign,REDFIN.COM,"GoDaddy.com, LLC",2022-09-22,2000-05-02,2024-05-02,"Domains By Proxy, LLC",US
get-express-vpn.online,https,benign,GET-EXPRESS-VPN.ONLINE,TLD Registrar Solutions Ltd.,2022-10-19,2017-05-22,2023-05-22,,
gusuwang.com,https,benign,GUSUWANG.COM,"Xiamen 35.Com Technology Co., Ltd",2022-01-30,2009-06-04,2030-06-04,,CN
businessinsider.com,https,benign,BUSINESSINSIDER.COM,"GoDaddy.com, LLC",2022-09-08,1998-03-06,2023-09-08,"Domains By Proxy, LLC",US
crunchyroll.com,https,benign,CRUNCHYROLL.COM,"Amazon Registrar, Inc.",2022-07-24,2006-05-14,2023-08-28,Whois Privacy Service,US
allegro.pl,https,benign,allegro.pl,Corporation Service Company,2022-10-17,1999-10-27,2023-10-26,,
samsung.com,https,benign,SAMSUNG.COM,Whois Corp.,2021-06-12,1994-11-29,2025-11-28,,
mercadolivre.com.br,https,benign,mercadolivre.com.br,,2018-11-29,1999-05-14,2023-05-14,,BR
irs.gov,https,benign,IRS.GOV,,,,,,
rt.com,https,benign,RT.COM,"Regional Network Information Center, JSC dba RU-CENTER",2022-02-25,1991-09-23,2025-09-22,ANO TV-Novosti,RU
squarespace.com,https,benign,SQUARESPACE.COM,"MarkMonitor, Inc.",2021-05-06,2003-03-25,2023-03-25,"Squarespace, Inc.",US
cnbc.com,https,benign,CNBC.COM,MarkMonitor Inc.,2021-08-29,1997-09-30,2023-09-29,,
nike.com,https,benign,NIKE.COM,"MarkMonitor, Inc.",2022-02-01,1995-03-04,2024-03-05,"Nike, Inc.",US
dailymail.co.uk,https,benign,dailymail.co.uk,Nom-IQ Limited t/a Com Laude [Tag = NOMIQ],2019-02-15,1996-08-01,2028-06-17,,
namu.wiki,https,benign,namu.wiki,DYNADOT LLC,2022-07-24,2015-04-11,2030-04-11,,
aporasal.net,https,benign,APORASAL.NET,NAMECHEAP INC,2022-04-10,2020-01-20,2023-01-20,Privacy service provided by Withheld for Privacy ehf,IS
sahibinden.com,https,benign,SAHIBINDEN.COM,"Network Solutions, LLC",2019-05-24,1999-12-30,2025-12-30,,US
nicovideo.jp,https,benign,NICOVIDEO.JP,,,,,,
ndtv.com,https,benign,NDTV.COM,"Network Solutions, LLC",2022-09-25,1996-09-26,2032-09-25,,US
mercadolibre.com.mx,https,benign,mercadolibre.com.mx,MarkMonitor,2022-07-31,1999-09-03,2024-09-02,,
idntimes.com,https,benign,IDNTIMES.COM,PT Ardh Global Indonesia,2017-09-12,2014-06-02,2023-06-02,"Privacy Protect, LLC (PrivacyProtect.org)",US
dell.com,https,benign,DELL.COM,Safenames Ltd,2022-09-17,1988-11-22,2024-11-21,,US
donya-e-eqtesad.com,https,benign,DONYA-E-EQTESAD.COM,CSL Computer Service Langenbach GmbH d/b/a joker.com,2020-01-28,2003-01-02,2023-01-02,c/o IDPS International Domain Privacy Services GmbH,DE
indiamart.com,https,benign,INDIAMART.COM,"Network Solutions, LLC",2022-03-09,1996-03-08,2032-03-09,IndiaMART InterMESH Limited,IN
cloudfront.net,https,benign,CLOUDFRONT.NET,"MarkMonitor, Inc.",2019-05-07,2008-04-25,2024-04-25,"Amazon.com, Inc.",US
hp.com,https,benign,HP.COM,"MarkMonitor, Inc.",2022-01-31,1986-03-03,2023-03-04,HP Inc.,US
ibicn.com,https,benign,IBICN.COM,"Alibaba Cloud Computing (Beijing) Co., Ltd.",2022-09-19,2009-12-01,2023-12-01,,
google.pl,https,benign,google.pl,"Markmonitor, Inc.",2022-08-17,2002-09-19,2023-09-18,,
ask.com,https,benign,ASK.COM,"MarkMonitor, Inc.",2022-09-17,1998-10-20,2024-10-19,Ask.com,US
kompas.tv,https,benign,KOMPAS.TV,"Domain.com, LLC",2022-01-16,2011-01-31,2023-01-31,,ID
thepiratebay.org,https,benign,thepiratebay.org,easyDNS Technologies Inc.,2020-09-17,2004-06-28,2030-06-28,Data Protected,CA
patria.org.ve,https,benign,,NIC-VE,,,,,
thestartmagazine.com,https,benign,THESTARTMAGAZINE.COM,"GoDaddy.com, LLC",2022-10-18,2016-12-13,2024-12-13,"Taboola, Inc",US
google.com.eg,https,benign,,,,,,,
wordpress.org,https,benign,wordpress.org,MarkMonitor Inc.,2022-02-24,2003-03-28,2024-03-28,"DNStination, Inc.",US
elwatannews.com,https,benign,ELWATANNEWS.COM,"GoDaddy.com, LLC",2022-10-17,2012-03-15,2023-03-15,"Domains By Proxy, LLC",US
foxnews.com,https,benign,FOXNEWS.COM,"GoDaddy Corporate Domains, LLC",2022-09-20,1995-06-21,2031-06-20,,
namasha.com,https,benign,NAMASHA.COM,"ENOM, INC.",2022-07-25,2014-08-23,2023-08-23,"Whois Privacy Protection Service, Inc.",US
iyiou.com,https,benign,IYIOU.COM,"Alibaba Cloud Computing (Beijing) Co., Ltd.",2022-10-11,2013-12-30,2028-12-30,,
douban.com,https,benign,DOUBAN.COM,"Alibaba Cloud Computing (Beijing) Co., Ltd.",2021-12-16,2004-09-19,2023-09-19,,
freelancer.com,https,benign,FREELANCER.COM,"ENOM, INC.",2020-02-02,1995-08-18,2029-08-17,,AU
heavy.com,https,benign,HEAVY.COM,"Network Solutions, LLC",2022-09-22,1998-09-23,2032-09-22,,US
mercadolibre.com.ar,https,benign,mercadolibre.com.ar,nicar,2022-04-25,2013-10-18,2023-05-11,,
hbomax.com,https,benign,HBOMAX.COM,"MarkMonitor, Inc.",2021-10-04,2000-02-18,2031-02-18,"Home Box Office, Inc.",US
onlyfans.com,https,benign,ONLYFANS.COM,"GoDaddy.com, LLC",2022-05-03,2013-01-29,2027-01-29,"Domains By Proxy, LLC",US
fast.com,https,benign,FAST.COM,"MarkMonitor, Inc.",2022-07-10,1994-08-12,2024-08-11,"Netflix, Inc.",US
amazon.es,https,benign,,,,,,,
patreon.com,https,benign,PATREON.COM,"MarkMonitor, Inc.",2018-11-01,2013-02-27,2024-02-27,"Patreon, Inc.",US
weebly.com,https,benign,WEEBLY.COM,Safenames Ltd,2022-03-28,2006-03-29,2023-03-28,,US
xfinity.com,https,benign,XFINITY.COM,"CSC CORPORATE DOMAINS, INC.",2016-06-22,2003-01-23,2025-01-23,Comcast Corporation,US
scribd.com,https,benign,SCRIBD.COM,Gandi SAS,2022-08-24,2006-09-24,2023-09-24,,
banvenez.com,https,benign,BANVENEZ.COM,"TUCOWS, INC.",2022-07-01,1997-07-04,2024-07-03,,VE
canada.ca,https,benign,canada.ca,Authentic Web Inc.,2022-09-17,2002-11-25,2023-10-16,,
spankbang.com,https,benign,SPANKBANG.COM,NAMECHEAP INC,2018-02-12,2011-02-19,2023-02-19,Privacy service provided by Withheld for Privacy ehf,IS
yts.mx,https,benign,yts.mx,Tucows.com Co.,2022-03-08,2019-04-11,2025-04-11,,
360doc.com,https,benign,360DOC.COM,"Alibaba Cloud Computing (Beijing) Co., Ltd.",2022-07-28,2005-05-25,2023-05-25,,
goodreads.com,https,benign,GOODREADS.COM,"MarkMonitor, Inc.",2014-05-02,2002-12-09,2023-12-09,Goodreads LLC,US
kakao.com,https,benign,KAKAO.COM,"Megazone Corp., dba HOSTING.KR",2021-11-22,1996-12-29,2022-12-28,Kakao Corp,KR
citi.com,https,benign,CITI.COM,"CSC CORPORATE DOMAINS, INC.",2021-06-11,1998-12-29,2022-12-29,"CitiBank, N.A.",US
istockphoto.com,https,benign,ISTOCKPHOTO.COM,"CSC CORPORATE DOMAINS, INC.",2022-01-02,2000-01-06,2023-01-06,"Getty Images (US), Inc.",US
tripadvisor.com,https,benign,TRIPADVISOR.COM,"CSC CORPORATE DOMAINS, INC.",2022-03-19,1999-03-23,2023-03-23,TripAdvisor LLC,US
lowes.com,https,benign,LOWES.COM,"CSC CORPORATE DOMAINS, INC.",2022-06-24,1995-06-29,2023-06-28,"LF, LLC",US
pinimg.com,https,benign,PINIMG.COM,"MarkMonitor, Inc.",2021-04-27,2010-05-29,2023-05-29,DNStination Inc.,US
aol.com,https,benign,AOL.COM,MarkMonitor Inc.,2021-10-23,1995-06-22,2022-11-23,,
getadblock.com,https,benign,GETADBLOCK.COM,"ENOM, INC.",2022-08-27,2012-09-03,2023-09-03,"Whois Privacy Protection Service, Inc.",US
google.co.id,https,benign,google.co.id,Digital Registra,2022-08-07,2004-12-18,2023-09-01,,
meituan.com,https,benign,MEITUAN.COM,"eName Technology Co.,Ltd.",2021-02-22,2009-03-29,2027-03-29,,CN
flickr.com,https,benign,FLICKR.COM,"MarkMonitor, Inc.",2019-03-27,2003-11-22,2022-11-22,"SmugMug, Inc.",US
uniswap.org,https,benign,uniswap.org,"CloudFlare, Inc.",2022-03-29,2018-11-26,2031-11-26,,US
ameblo.jp,https,benign,AMEBLO.JP,,,,,,
teachable.com,https,benign,TEACHABLE.COM,"Amazon Registrar, Inc.",2022-03-11,2003-04-14,2023-04-14,Whois Privacy Service,US
coursehero.com,https,benign,COURSEHERO.COM,"GoDaddy.com, LLC",2022-09-04,2008-01-11,2023-01-11,"Domains By Proxy, LLC",US
bengekoo.com,https,benign,BENGEKOO.COM,URL SOLUTIONS INC.,2022-02-28,2021-03-30,2023-03-30,GLOBAL DOMAIN PRIVACY SERVICES INC,PA
iqiyi.com,https,benign,IQIYI.COM,"Alibaba Cloud Computing (Beijing) Co., Ltd.",2022-06-08,2010-07-11,2024-07-11,,
laroza.net,https,benign,LAROZA.NET,NAMECHEAP INC,2021-10-23,2020-11-22,2022-11-22,Privacy service provided by Withheld for Privacy ehf,IS
linktr.ee,https,benign,linktr.ee,Instra Corporation Pty Ltd,2021-09-16,2016-03-08,2023-03-09,,
costco.com,https,benign,COSTCO.COM,"CSC CORPORATE DOMAINS, INC.",2022-03-14,1997-03-17,2023-03-18,"Costco Wholesale Membership, Inc.",US
filimo.com,https,benign,FILIMO.COM,CSL Computer Service Langenbach GmbH d/b/a joker.com,2020-01-15,2012-12-28,2023-12-28,c/o IDPS International Domain Privacy Services GmbH,DE
naukri.com,https,benign,NAUKRI.COM,"Network Solutions, LLC",2022-03-28,1997-03-27,2032-03-28,,US
ninisite.com,https,benign,NINISITE.COM,1API GmbH,2022-08-28,2005-06-09,2027-06-09,,GB
wayfair.com,https,benign,WAYFAIR.COM,"MarkMonitor, Inc.",2022-03-10,2004-06-16,2023-06-16,"Wayfair, LLC",US
rutracker.org,https,benign,rutracker.org,Internet Domain Service BS Corp,2022-08-23,2010-02-17,2025-02-17,Whois Privacy Corp.,BS
softonic.com,https,benign,SOFTONIC.COM,"Network Solutions, LLC",2019-01-28,2000-01-28,2029-01-28,Statutory Masking Enabled,ES
genius.com,https,benign,GENIUS.COM,"Amazon Registrar, Inc.",2022-05-27,1994-08-05,2032-05-27,Whois Privacy Service,US
tv9marathi.com,https,benign,TV9MARATHI.COM,"GoDaddy.com, LLC",2022-09-17,2014-09-09,2023-09-09,"Domains By Proxy, LLC",US
rezka.ag,https,benign,REZKA.AG,1API GmbH,2022-08-03,2017-07-05,2024-07-05,Registrant of rezka.ag,GB
laodong.vn,https,benign,,,,,,,
hespress.com,https,benign,HESPRESS.COM,Genious Communications SARL/AU,2020-01-28,2007-02-15,2029-02-15,"Privacy Protect, LLC (PrivacyProtect.org)",US
shein.com,https,benign,SHEIN.COM,"Alibaba Cloud Computing (Beijing) Co., Ltd.",2021-11-09,1998-01-16,2023-01-15,,
trustpilot.com,https,benign,TRUSTPILOT.COM,NameWeb BVBA,2022-06-28,2007-06-30,2023-06-30,Trustpilot A/S,DK
binance.us,https,benign,binance.us,"MarkMonitor, Inc.",2021-06-22,2017-10-27,2030-10-27,,
zerodha.com,https,benign,ZERODHA.COM,"Cloudflare, Inc.",2020-02-26,2010-02-17,2025-02-17,,IN
steamcommunity.com,https,benign,STEAMCOMMUNITY.COM,"Network Solutions, LLC",2022-03-28,2006-05-28,2023-05-28,,US
ouedkniss.com,https,benign,OUEDKNISS.COM,"OVH, SAS",2022-07-06,2006-08-28,2027-08-28,OuedKniss.com,
9gag.com,https,benign,9GAG.COM,"Name.com, Inc.",2017-01-16,2008-04-12,2026-04-12,"Domain Protection Services, Inc.",US
nvidia.com,https,benign,NVIDIA.COM,Safenames Ltd,2022-05-01,1993-04-20,2024-04-21,,US
cambridge.org,https,benign,cambridge.org,"CSC Corporate Domains, Inc.",2022-02-12,1998-04-18,2022-12-30,Cambridge University Press,GB
eghtesadonline.com,https,benign,EGHTESADONLINE.COM,CSL Computer Service Langenbach GmbH d/b/a joker.com,2022-09-27,2009-09-21,2024-09-21,,DE
twimg.com,https,benign,TWIMG.COM,"CSC CORPORATE DOMAINS, INC.",2022-08-10,2008-09-22,2023-09-22,"Twitter, Inc.",US
rctiplus.com,https,benign,RCTIPLUS.COM,WEBCC,2022-02-16,2019-02-18,2023-02-18,Whoisprotection.cc,Malaysia
outbrain.com,https,benign,OUTBRAIN.COM,"Network Solutions, LLC",2021-09-18,2004-08-09,2023-08-09,,US
quora.com,https,benign,QUORA.COM,"CSC CORPORATE DOMAINS, INC.",2020-05-20,2000-03-29,2024-03-29,"Quora, Inc",US
wazirx.com,https,benign,WAZIRX.COM,"MarkMonitor, Inc.",2021-07-26,2017-12-05,2023-12-05,DNStination Inc.,US
deviantart.com,https,benign,DEVIANTART.COM,"GoDaddy.com, LLC",2022-08-08,2000-04-25,2023-08-08,"Domains By Proxy, LLC",US
tejaratnews.com,https,benign,TEJARATNEWS.COM,Atak Domain,2022-10-12,2007-09-30,2027-09-30,Registrant of tejaratnews.com,GB
google.co.kr,https,benign,google.co.kr,Whois Corp.(http://whois.co.kr),2010-10-04,1999-07-28,2023-07-28,,
kakaku.com,https,benign,KAKAKU.COM,"GMO INTERNET, INC.",2022-06-21,1998-07-08,2023-07-07,"Kakaku.com, Inc.",JP
hostgator.com,https,benign,HOSTGATOR.COM,"ENOM, INC.",2022-10-14,2002-10-23,2028-10-23,,US
coinbase.com,https,benign,COINBASE.COM,"MarkMonitor, Inc.",2014-08-14,2011-07-02,2024-07-02,"Coinbase, Inc.",US
shopee.co.id,https,benign,shopee.co.id,Digital Registra,2021-10-23,2014-11-28,2023-11-28,,
td.com,https,benign,TD.COM,"CSC CORPORATE DOMAINS, INC.",2022-04-10,1998-04-15,2024-04-14,The Toronto-Dominion Bank,CA
ladbible.com,https,benign,LADBIBLE.COM,123-Reg Limited,2021-09-21,2011-07-08,2030-07-08,Identity Protect Limited,GB
mlb.com,https,benign,MLB.COM,"GoDaddy Corporate Domains, LLC",2021-12-15,1994-11-01,2024-10-31,"MLB Advanced Media, L.P.",US
glassdoor.com,https,benign,GLASSDOOR.COM,"MarkMonitor, Inc.",2019-12-17,2003-05-22,2023-05-22,"Glassdoor, Inc.",US
alodokter.com,https,benign,ALODOKTER.COM,"GoDaddy.com, LLC",2022-09-15,2013-12-20,2022-12-20,"Domains By Proxy, LLC",US
dmm.co.jp,https,benign,,,,,,,
espncricinfo.com,https,benign,ESPNCRICINFO.COM,"CSC CORPORATE DOMAINS, INC.",2022-03-04,2007-03-08,2023-03-08,"Disney Enterprises, Inc.",US
hootsuite.com,https,benign,HOOTSUITE.COM,"GoDaddy.com, LLC",2022-09-06,2009-01-21,2023-07-16,"Domains By Proxy, LLC",US
prothomalo.com,https,benign,PROTHOMALO.COM,GoDaddy Online Services Cayman Islands Ltd.,2022-10-11,2001-05-18,2027-05-18,,
gh0089.com,https,benign,GH0089.COM,Metaregistrar BV,2022-03-11,2021-11-15,2023-11-15,,NL
discordapp.com,https,benign,DISCORDAPP.COM,"Cloudflare, Inc.",2021-11-29,2015-02-26,2023-02-26,,US
tencent.com,https,benign,TENCENT.COM,"MarkMonitor, Inc.",2021-11-17,1998-09-14,2030-09-13,"Shenzhen Tencent Computer Systems CO.,Ltd",CN
mbc.net,https,benign,MBC.NET,"Register.com, Inc.",2022-07-17,2001-07-16,2032-07-16,,
yoox.com,https,benign,YOOX.COM,NOM-IQ Ltd dba Com Laude,2022-03-10,1999-11-24,2023-11-24,YOOX NET-A-PORTER GROUP S.p.A.,IT
att.com,https,benign,ATT.COM,"CSC CORPORATE DOMAINS, INC.",2022-08-19,1986-04-25,2023-04-26,"AT&T SERVICES, INC.",US
eghtesadnews.com,https,benign,EGHTESADNEWS.COM,CSL Computer Service Langenbach GmbH d/b/a joker.com,2020-08-01,2010-09-25,2023-09-25,c/o IDPS International Domain Privacy Services GmbH,DE
livejournal.com,https,benign,LIVEJOURNAL.COM,"Regional Network Information Center, JSC dba RU-CENTER",2022-03-15,1999-04-15,2023-04-15,Privacy protection service - whoisproxy.ru,RU
marca.com,https,benign,MARCA.COM,Eurodns S.A.,2022-02-01,1997-03-12,2023-02-10,"UNIDAD EDITORIAL INFORMACION DEPORTIVA, S.L.U",ES
marketwatch.com,https,benign,MARKETWATCH.COM,"CSC CORPORATE DOMAINS, INC.",2022-07-26,1997-07-31,2023-07-30,"Dow Jones & Company, Inc.",US
messenger.com,https,benign,MESSENGER.COM,"RegistrarSafe, LLC",2022-01-26,1998-11-04,2031-11-03,"Meta Platforms, Inc.",US
fc2.com,https,benign,FC2.COM,"TUCOWS, INC.",2019-01-23,1999-05-20,2028-05-20,Contact Privacy Inc. Customer 014173950,CA
tutorialspoint.com,https,benign,TUTORIALSPOINT.COM,"GoDaddy.com, LLC",2022-09-03,2006-09-30,2025-09-30,"Domains By Proxy, LLC",US
calendly.com,https,benign,CALENDLY.COM,"GoDaddy.com, LLC",2022-09-13,2013-02-26,2027-02-26,,
google.gr,https,benign,,,,,,,
epicgames.com,https,benign,EPICGAMES.COM,"MarkMonitor, Inc.",2021-10-20,1995-01-10,2023-11-20,"Epic Games, Inc.",US
feedly.com,https,benign,FEEDLY.COM,Gandi SAS,2022-02-18,2008-05-25,2030-05-25,,
ecer.com,https,benign,ECER.COM,"Alibaba Cloud Computing (Beijing) Co., Ltd.",2022-08-08,2002-05-02,2025-05-02,,
webmd.com,https,benign,WEBMD.COM,"MarkMonitor, Inc.",2019-08-16,1998-04-06,2023-04-05,"WebMD, LLC",US
ensonhaber.com,https,benign,ENSONHABER.COM,"IHS Telekom, Inc",2022-02-18,2005-04-29,2031-04-29,GDPR Masked,TR
google.com.ua,https,benign,google.com.ua,MarkMonitor Inc.,2021-11-02,2002-12-04,2022-12-04,,
themeforest.net,https,benign,THEMEFOREST.NET,"MarkMonitor, Inc.",2021-10-26,2007-11-27,2023-11-27,Envato Pty Ltd,AU
livescore.com,https,benign,LIVESCORE.COM,"CSC CORPORATE DOMAINS, INC.",2020-12-30,1998-07-15,2027-07-14,Livescore Limited,GI
sourceforge.net,https,benign,SOURCEFORGE.NET,"GoDaddy.com, LLC",2020-09-17,1999-08-08,2024-08-08,"Domains By Proxy, LLC",US
eksisozluk.com,https,benign,EKSISOZLUK.COM,"GoDaddy.com, LLC",2022-09-20,2001-07-13,2025-11-09,,
wish.com,https,benign,WISH.COM,"MarkMonitor, Inc.",2016-07-25,1995-01-03,2025-12-07,ContextLogic Inc.,US
wsj.com,https,benign,WSJ.COM,"CSC CORPORATE DOMAINS, INC.",2022-05-21,1994-05-26,2023-05-25,"Dow Jones & Company, Inc.",US
youporn.com,https,benign,YOUPORN.COM,Eurodns S.A.,2022-05-13,2005-12-02,2027-05-23,Whois Privacy (enumDNS dba),LU
trello.com,https,benign,TRELLO.COM,MarkMonitor Inc.,2022-05-17,2004-08-20,2025-06-01,,
hm.com,https,benign,HM.COM,NOM-IQ Ltd dba Com Laude,2021-10-19,1997-11-14,2030-11-13,H&M Hennes & Mauritz AB,SE
jawapos.com,https,benign,JAWAPOS.COM,"Network Solutions, LLC",2022-02-02,1998-04-03,2023-04-02,Jawa Pos,ID
breitbart.com,https,benign,BREITBART.COM,"GoDaddy.com, LLC",2022-09-17,1999-03-14,2031-03-14,,
amazon.com.br,https,benign,amazon.com.br,,2020-10-26,1995-09-27,2024-09-27,,"['BR', 'GB']"
orange.fr,https,benign,orange.fr,ORANGE,2022-10-14,2001-02-01,2023-10-14,,
cnnindonesia.com,https,benign,CNNINDONESIA.COM,"CSC CORPORATE DOMAINS, INC.",2021-12-17,1999-12-21,2022-12-21,"Turner Broadcasting System, Inc.",US
runoob.com,https,benign,RUNOOB.COM,"Alibaba Cloud Computing (Beijing) Co., Ltd.",2022-02-28,2015-06-23,2023-06-23,,
patch.com,https,benign,PATCH.COM,Moniker Online Services LLC,2019-02-19,1994-03-01,2028-03-02,,US
brilio.net,https,benign,BRILIO.NET,Google LLC,2022-02-09,2015-02-26,2023-02-26,Contact Privacy Inc. Customer 7151571251,CA
surveymonkey.com,https,benign,SURVEYMONKEY.COM,"MarkMonitor, Inc.",2022-10-05,1999-11-06,2024-11-06,SurveyMonkey Inc.,US
it168.com,https,benign,IT168.COM,"Alibaba Cloud Computing (Beijing) Co., Ltd.",2021-09-07,1999-05-25,2025-05-25,,
