url,class,protocol, Domain Name,Registrar,Updated Date,Creation Date,Registry Expiry Date,Registrant Organization,Country
primevideo.com,https,benign,PRIMEVIDEO.COM,MarkMonitor Inc.,2022-08-01,2000-10-31,2023-10-31,,
aliyun.com,https,benign,ALIYUN.COM,"Alibaba Cloud Computing (Beijing) Co., Ltd.",2022-05-18,2007-09-28,2023-09-28,,
xnxx.com,https,benign,XNXX.COM,GANDI SAS,2022-07-08,2002-04-08,2024-04-08,NKL Associates s.r.o.,CZ
pixabay.com,https,benign,PIXABAY.COM,Gandi SAS,2022-09-06,2010-10-07,2023-10-07,,
theguardian.com,https,benign,THEGUARDIAN.COM,"GoDaddy.com, LLC",2022-09-20,1994-07-06,2025-07-05,"Domains By Proxy, LLC",US
mediafire.com,https,benign,MEDIAFIRE.COM,NAMECHEAP INC,2020-09-30,2002-08-11,2025-08-11,MediaFire,US
healthline.com,https,benign,HEALTHLINE.COM,"GoDaddy Corporate Domains, LLC",2022-07-28,2004-08-25,2027-08-25,,US
51.la,https,benign,51.LA,Key-Systems GmbH,2021-12-16,2005-01-17,2028-01-17,,
bestbuy.com,https,benign,BESTBUY.COM,"MarkMonitor, Inc.",2022-01-31,1994-03-03,2024-03-04,"BBY Solutions, Inc.",US
amazon.ca,https,benign,amazon.ca,MarkMonitor International Canada Ltd.,2022-07-16,2000-09-19,2024-07-16,,
vimeo.com,https,benign,VIMEO.COM,"MarkMonitor, Inc.",2021-11-13,2004-12-15,2022-12-15,"Vimeo, Inc.",US
wellsfargo.com,https,benign,WELLSFARGO.COM,"MarkMonitor, Inc.",2022-06-22,1993-04-28,2024-04-29,Wells Fargo & Company,US
homedepot.com,https,benign,HOMEDEPOT.COM,"CSC CORPORATE DOMAINS, INC.",2022-07-30,1992-08-04,2023-08-03,Not Disclosed,US
soso.com,https,benign,SOSO.COM,"MarkMonitor, Inc.",2022-01-07,1998-02-09,2023-02-08,"Beijing Sogou Information Service Co., Ltd.",CN
chess.com,https,benign,CHESS.COM,"GoDaddy.com, LLC",2022-09-03,1994-08-11,2027-07-02,"Domains By Proxy, LLC",US
hulu.com,https,benign,HULU.COM,"CSC CORPORATE DOMAINS, INC.",2022-02-18,1997-02-21,2023-02-22,"Hulu, LLC",US
onlinesbi.com,https,benign,ONLINESBI.COM,"Register.com, Inc.",2021-07-24,2000-07-24,2031-07-24,,US
researchgate.net,https,benign,RESEARCHGATE.NET,MESH DIGITAL LIMITED,2022-02-07,2008-02-08,2023-02-08,,DE
bet365.com,https,benign,BET365.COM,"MarkMonitor, Inc.",2020-11-04,1999-08-04,2025-08-04,bet365 Group Limited,GB
envato.com,https,benign,ENVATO.COM,MarkMonitor Inc.,2022-06-25,2006-07-26,2024-07-26,,
zendesk.com,https,benign,ZENDESK.COM,"MarkMonitor, Inc.",2020-11-11,2005-05-16,2024-05-16,"Zendesk, Inc.",US
unsplash.com,https,benign,UNSPLASH.COM,1API GmbH,2022-05-30,2013-05-29,2023-05-29,,CA
grid.id,https,benign,grid.id,Kilat Domain,2021-12-18,2017-02-06,2023-02-06,,
ikea.com,https,benign,IKEA.COM,"CSC CORPORATE DOMAINS, INC.",2022-07-25,1995-07-29,2023-07-05,Inter IKEA Systems B.V.,NL
google.com.mx,https,benign,google.com.mx,MarkMonitor,2022-01-25,2003-02-24,2023-02-23,,
cnet.com,https,benign,CNET.COM,"GoDaddy Corporate Domains, LLC",2022-02-28,1994-03-05,2024-03-06,,US
smallpdf.com,https,benign,SMALLPDF.COM,DYNADOT LLC,2022-07-12,2013-02-13,2030-02-13,Smallpdf GmbH,CH
etoro.com,https,benign,ETORO.COM,DomainTheNet.com,2019-10-27,2004-11-26,2025-11-26,******,CY
jiameng.com,https,benign,JIAMENG.COM,"Alibaba Cloud Computing (Beijing) Co., Ltd.",2020-07-17,2005-06-02,2030-06-02,,
liputan6.com,https,benign,LIPUTAN6.COM,"Amazon Registrar, Inc.",2021-11-19,1999-12-23,2022-12-23,Whois Privacy Service,US
51yes.com,https,benign,51YES.COM,"ENOM, INC.",2021-02-22,2003-11-24,2026-11-24,,CA
skype.com,https,benign,SKYPE.COM,"MarkMonitor, Inc.",2022-03-22,2003-04-23,2023-04-23,Microsoft Corporation,US
capitalone.com,https,benign,CAPITALONE.COM,"CSC CORPORATE DOMAINS, INC.",2022-03-14,1995-03-13,2023-03-14,"Capital One Services, LLC",US
hdfcbank.com,https,benign,HDFCBANK.COM,PDR Ltd. d/b/a PublicDomainRegistry.com,2018-03-10,1997-04-10,2027-04-11,HDFC Bank Limited,IN
sogou.com,https,benign,SOGOU.COM,"MarkMonitor, Inc.",2022-08-05,2001-12-19,2022-12-19,"Beijing Sogou Information Service Co., Ltd.",CN
mercari.com,https,benign,MERCARI.COM,"MarkMonitor, Inc.",2022-06-14,2004-07-16,2023-07-16,"Mercari, Inc",JP
etherscan.io,https,benign,etherscan.io,NAMECHEAP INC,2022-06-03,2015-08-12,2029-08-12,,
fiverr.com,https,benign,FIVERR.COM,"GoDaddy.com, LLC",2022-09-06,2009-12-08,2026-12-08,"Domains By Proxy, LLC",US
usps.com,https,benign,USPS.COM,"Network Solutions, LLC",2022-06-24,1997-07-10,2023-07-09,US Postal Service,US
manoramaonline.com,https,benign,MANORAMAONLINE.COM,PDR Ltd. d/b/a PublicDomainRegistry.com,2017-03-02,2001-07-24,2026-07-24,Malayala Manorama,IN
redd.it,https,benign,redd.it,MarkMonitor International Limited,2022-09-02,2010-05-31,2023-08-17,,
amazon.fr,https,benign,amazon.fr,HOGAN LOVELLS (PARIS) LLP,2022-06-16,2008-04-16,2023-07-21,,
deepl.com,https,benign,DEEPL.COM,Key-Systems GmbH,2022-03-22,2010-04-22,2023-04-22,,DE
agacelebir.com,https,benign,AGACELEBIR.COM,URL SOLUTIONS INC.,2022-06-06,2020-07-06,2023-07-06,GLOBAL DOMAIN PRIVACY SERVICES INC,PA
slideshare.net,https,benign,SLIDESHARE.NET,"Amazon Registrar, Inc.",2021-02-04,2006-04-04,2024-04-04,Whois Privacy Service,US
investing.com,https,benign,INVESTING.COM,"GoDaddy.com, LLC",2022-10-10,1995-02-23,2025-02-24,"Domains By Proxy, LLC",US
namnak.com,https,benign,NAMNAK.COM,CSL Computer Service Langenbach GmbH d/b/a joker.com,2022-05-03,2009-12-15,2023-12-15,,US
trendyol.com,https,benign,TRENDYOL.COM,"GoDaddy.com, LLC",2022-09-06,2009-10-07,2028-10-07,"Domains By Proxy, LLC",US
discord.com,https,benign,DISCORD.COM,"Cloudflare, Inc.",2021-01-14,2000-11-06,2025-11-06,,US
washingtonpost.com,https,benign,WASHINGTONPOST.COM,"CSC CORPORATE DOMAINS, INC.",2021-11-08,1995-11-13,2022-11-12,WP Company LLC,US
blackboard.com,https,benign,BLACKBOARD.COM,"CSC CORPORATE DOMAINS, INC.",2022-07-25,1999-04-09,2023-07-15,Blackboard Inc.,US
iqbroker.com,https,benign,IQBROKER.COM,https://www.101domain.com/,2021-12-22,2007-04-04,2023-01-16,IQOPTION LTD.,VC
investopedia.com,https,benign,INVESTOPEDIA.COM,"MarkMonitor, Inc.",2022-06-23,1999-07-25,2024-07-25,"About, Inc.",US
mozilla.org,https,benign,mozilla.org,MarkMonitor Inc.,2020-12-22,1998-01-24,2023-01-23,Mozilla Corporation,US
americanexpress.com,https,benign,AMERICANEXPRESS.COM,"CSC CORPORATE DOMAINS, INC.",2022-05-30,1995-06-04,2023-06-03,"American Express Travel Related Services Company, Inc.",US
dailymotion.com,https,benign,DAILYMOTION.COM,Nameshield SAS,2022-03-08,2005-03-15,2026-03-15,DAILYMOTION,FR
sindonews.com,https,benign,SINDONEWS.COM,PDR Ltd. d/b/a PublicDomainRegistry.com,2018-10-15,2011-08-05,2023-08-05,"Privacy Protect, LLC (PrivacyProtect.org)",US
cricbuzz.com,https,benign,CRICBUZZ.COM,"ENOM, INC.",2019-02-28,2004-04-16,2024-04-16,"Whois Privacy Protection Service, Inc.",US
manage.wix.com,https,benign,WIX.COM,"GoDaddy.com, LLC",2022-09-11,1995-05-12,2029-05-13,"Domains By Proxy, LLC",US
