"Indicator type","Indicator","Description"
"IPv4","141.51.125.16",""
"IPv4","141.70.125.15",""
"IPv4","141.70.125.232",""
"IPv4","141.98.248.203",""
"IPv4","141.98.254.225",""
"IPv4","142.112.185.175",""
"IPv4","142.134.196.49",""
"IPv4","142.134.85.107",""
"IPv4","142.162.17.247",""
"IPv4","142.254.109.21",""
"IPv4","142.4.209.31",""
"IPv4","142.44.133.83",""
"IPv4","142.44.184.90",""
"IPv4","142.44.243.133",""
"IPv4","142.44.243.241",""
"IPv4","142.44.245.165",""
"IPv4","142.44.247.102",""
"IPv4","142.54.162.114",""
"IPv4","142.93.143.131",""
"IPv4","142.93.155.189",""
"IPv4","142.93.168.48",""
"IPv4","142.93.169.197",""
"IPv4","142.93.188.255",""
"IPv4","142.93.190.102",""
"IPv4","142.93.203.146",""
"IPv4","143.106.60.70",""
"IPv4","143.106.60.86",""
"IPv4","143.106.73.35",""
"IPv4","143.202.161.75",""
"IPv4","144.172.153.165",""
"IPv4","144.202.49.171",""
"IPv4","144.202.63.243",""
"IPv4","144.217.13.141",""
"IPv4","144.217.15.164",""
"IPv4","144.217.164.104",""
"IPv4","144.217.165.133",""
"IPv4","144.217.165.223",""
"IPv4","144.217.166.19",""
"IPv4","144.217.166.26",""
"IPv4","144.217.166.59",""
"IPv4","144.217.166.65",""
"IPv4","144.217.245.140",""
"IPv4","144.217.245.145",""
"IPv4","144.217.255.89",""
"IPv4","144.217.4.166",""
"IPv4","144.217.60.211",""
"IPv4","144.217.60.239",""
"IPv4","144.217.64.46",""
"IPv4","144.217.65.215",""
"IPv4","144.217.7.136",""
"IPv4","144.217.7.154",""
"IPv4","144.217.7.33",""
"IPv4","144.217.80.80",""
"IPv4","144.217.85.34",""
"IPv4","144.217.87.28",""
"IPv4","144.217.90.68",""
"IPv4","144.217.92.215",""
"IPv4","144.217.94.84",""
"IPv4","144.217.95.12",""
"IPv4","144.76.105.169",""
"IPv4","144.76.107.124",""
"IPv4","144.76.107.88",""
"IPv4","144.76.118.86",""
"IPv4","144.76.143.137",""
"IPv4","144.76.165.136",""
"IPv4","144.76.165.201",""
"IPv4","144.76.168.36",""
"IPv4","144.76.175.205",""
"IPv4","144.76.19.221",""
"IPv4","144.76.196.92",""
"IPv4","144.76.197.43",""
"IPv4","144.76.236.14",""
"IPv4","144.76.236.27",""
"IPv4","144.76.24.130",""
"IPv4","144.76.30.167",""
"IPv4","144.76.37.242",""
"IPv4","144.76.50.37",""
"IPv4","144.76.57.165",""
"IPv4","144.76.58.23",""
"IPv4","144.76.61.209",""
"IPv4","144.76.71.91",""
"IPv4","144.76.75.137",""
"IPv4","144.76.75.184",""
"IPv4","144.76.78.60",""
"IPv4","144.76.78.66",""
"IPv4","144.76.79.84",""
"IPv4","144.76.80.68",""
"IPv4","144.76.91.135",""
"IPv4","144.76.91.184",""
"IPv4","144.76.91.46",""
"IPv4","144.76.96.6",""
"IPv4","144.76.96.7",""
"IPv4","145.108.189.62",""
"IPv4","145.132.102.26",""
"IPv4","145.132.191.48",""
"IPv4","145.220.0.15",""
"IPv4","145.239.0.204",""
"IPv4","145.239.1.97",""
"IPv4","145.239.118.243",""
"IPv4","145.239.158.234",""
"IPv4","145.239.169.62",""
"IPv4","145.239.255.86",""
"IPv4","145.239.28.138",""
"IPv4","145.239.28.159",""
"IPv4","145.239.6.188",""
"IPv4","145.239.6.189",""
"IPv4","145.239.66.236",""
"IPv4","145.239.7.168",""
"IPv4","145.239.7.169",""
"IPv4","145.239.7.170",""
"IPv4","145.239.72.73",""
"IPv4","145.239.76.11",""
"IPv4","145.239.76.95",""
"IPv4","145.239.85.117",""
"IPv4","145.239.85.208",""
"IPv4","145.239.91.37",""
"IPv4","145.239.93.33",""
"IPv4","145.239.94.162",""
"IPv4","145.249.106.102",""
"IPv4","145.53.186.90",""
"IPv4","146.0.32.62",""
"IPv4","146.0.40.126",""
"IPv4","146.0.77.50",""
"IPv4","146.115.133.179",""
"IPv4","146.185.141.163",""
"IPv4","146.185.176.36",""
"IPv4","146.185.189.197",""
"IPv4","146.185.189.203",""
"IPv4","146.185.253.101",""
"IPv4","146.198.159.141",""
"IPv4","146.60.123.182",""
"IPv4","147.10.201.10",""
"IPv4","147.135.119.51",""
"IPv4","147.135.136.72",""
"IPv4","147.135.209.234",""
"IPv4","147.135.245.68",""
"IPv4","147.135.36.62",""
"IPv4","147.135.4.38",""
"IPv4","147.135.4.68",""
"IPv4","147.135.6.69",""
"IPv4","147.175.187.143",""
"IPv4","147.83.29.168",""
"IPv4","147.92.88.67",""
"IPv4","147.95.16.164",""
"IPv4","148.247.186.73",""
"IPv4","148.251.11.21",""
"IPv4","148.251.155.108",""
"IPv4","148.251.169.246",""
"IPv4","148.251.190.229",""
"IPv4","148.251.193.183",""
"IPv4","148.251.193.186",""
"IPv4","148.251.207.190",""
"IPv4","148.251.221.163",""
"IPv4","148.251.3.114",""
"IPv4","148.251.51.66",""
"IPv4","148.251.55.246",""
"IPv4","148.251.84.126",""
"IPv4","148.253.182.142",""
"IPv4","148.63.163.168",""
"IPv4","148.64.108.29",""
"IPv4","148.76.1.7",""
"IPv4","149.154.152.121",""
"IPv4","149.154.154.155",""
"IPv4","149.154.157.80",""
"IPv4","149.154.159.172",""
"IPv4","149.154.159.87",""
"IPv4","149.154.67.50",""
"IPv4","149.202.170.60",""
"IPv4","149.202.190.14",""
"IPv4","149.202.208.203",""
"IPv4","149.202.238.204",""
"IPv4","149.202.4.241",""
"IPv4","149.210.226.155",""
"IPv4","149.233.130.198",""
"IPv4","149.233.175.223",""
"IPv4","149.233.239.127",""
"IPv4","149.233.249.159",""
"IPv4","149.248.4.19",""
"IPv4","149.248.59.36",""
"IPv4","149.255.35.242",""
"IPv4","149.28.147.142",""
"IPv4","149.28.164.223",""
"IPv4","149.28.169.192",""
"IPv4","149.28.174.234",""
"IPv4","149.28.178.98",""
"IPv4","149.28.181.89",""
"IPv4","149.28.183.149",""
"IPv4","149.34.23.153",""
"IPv4","149.56.101.31",""
"IPv4","149.56.130.157",""
"IPv4","149.56.141.138",""
"IPv4","149.56.141.15",""
"IPv4","149.56.157.119",""
"IPv4","149.56.185.56",""
"IPv4","149.56.222.71",""
"IPv4","149.56.233.142",""
"IPv4","149.56.25.84",""
"IPv4","149.56.44.47",""
"IPv4","149.56.45.200",""
"IPv4","149.56.47.67",""
"IPv4","149.56.98.216",""
"IPv4","150.101.114.129",""
"IPv4","150.146.2.245",""
"IPv4","150.95.173.81",""
"IPv4","151.127.52.79",""
"IPv4","151.15.59.107",""
"IPv4","151.236.10.29",""
"IPv4","151.236.218.107",""
"IPv4","151.236.218.67",""
"IPv4","151.236.221.44",""
"IPv4","151.237.229.131",""
"IPv4","151.238.97.131",""
"IPv4","151.242.46.122",""
"IPv4","151.32.168.73",""
"IPv4","151.51.124.120",""
"IPv4","151.62.87.34",""
"IPv4","151.64.30.40",""
"IPv4","151.77.92.85",""
"IPv4","151.80.115.180",""
"IPv4","151.80.147.153",""
"IPv4","151.80.41.230",""
"IPv4","151.80.44.177",""
"IPv4","151.80.56.141",""
"IPv4","152.170.203.32",""
"IPv4","152.89.160.131",""
"IPv4","153.120.129.100",""
"IPv4","153.120.42.137",""
"IPv4","153.126.128.94",""
"IPv4","153.203.12.10",""
"IPv4","153.92.127.239",""
"IPv4","154.125.65.247",""
"IPv4","154.35.175.225",""
"IPv4","154.57.3.214",""
"IPv4","154.59.112.69",""
"IPv4","154.59.112.72",""
"IPv4","155.138.147.75",""
"IPv4","155.138.207.135",""
"IPv4","155.138.214.66",""
"IPv4","155.4.110.233",""
"IPv4","155.4.117.217",""
"IPv4","155.4.70.14",""
"IPv4","155.98.5.5",""
"IPv4","156.54.63.235",""
"IPv4","156.67.221.48",""
"IPv4","157.131.154.230",""
"IPv4","157.147.141.102",""
"IPv4","157.157.87.22",""
"IPv4","157.22.22.254",""
"IPv4","157.230.105.23",""
"IPv4","157.230.168.40",""
"IPv4","157.230.215.25",""
"IPv4","158.140.206.75",""
"IPv4","158.174.112.41",""
"IPv4","158.174.122.199",""
"IPv4","158.174.14.6",""
"IPv4","158.174.255.235",""
"IPv4","158.255.1.112",""
"IPv4","158.255.212.178",""
"IPv4","158.255.6.242",""
"IPv4","158.255.7.61",""
"IPv4","158.58.170.183",""
"IPv4","158.58.173.164",""
"IPv4","158.58.173.78",""
"IPv4","158.69.112.129",""
"IPv4","158.69.16.124",""
"IPv4","158.69.192.200",""
"IPv4","158.69.192.239",""
"IPv4","158.69.193.32",""
"IPv4","158.69.198.177",""
"IPv4","158.69.201.47",""
"IPv4","158.69.204.36",""
"IPv4","158.69.205.247",""
"IPv4","158.69.205.92",""
"IPv4","158.69.207.137",""
"IPv4","158.69.207.216",""
"IPv4","158.69.212.107",""
"IPv4","158.69.212.109",""
